Ma,Kn,Re,T0,Lc_um
2.1199999999999997,0.007996332920400136,402.86876714135167,300.0,20
2.13,0.008062278473523749,401.45827538309936,300.0,20
2.1399999999999997,0.008128710988668495,400.0467039015147,300.0,20
2.15,0.008195632115908775,398.6342503086242,300.0,20
2.1599999999999997,0.0082630434993434,397.22110756613074,300.0,20
2.17,0.008330946777044906,395.80746405772544,300.0,20
2.1799999999999997,0.008399343581010157,394.39350366107413,300.0,20
2.19,0.008468235537112387,392.9794058194377,300.0,20
2.1999999999999997,0.008537624265054583,391.56534561290204,300.0,20
2.21,0.008607511378324254,390.15149382918565,300.0,20
2.2199999999999998,0.008677898484149498,388.7380170340015,300.0,20
2.23,0.008748787183456445,387.3250776409444,300.0,20
2.2399999999999998,0.008820179070828018,385.91283398088063,300.0,20
2.25,0.008892075734464001,384.5014403708188,300.0,20
2.26,0.008964478756142405,383.09104718223995,300.0,20
2.27,0.00903738971118212,381.68180090886756,300.0,20
2.28,0.009110810168406886,380.2738442338553,300.0,20
2.29,0.009184741690110469,378.8673160963829,300.0,20
2.3,0.009259185832023125,377.462351757636,300.0,20
2.31,0.00933414414327933,376.05908286615926,300.0,20
2.32,0.009409618166386705,374.6576375225679,300.0,20
2.3299999999999996,0.009485609437196145,373.2581403436072,300.0,20
2.34,0.009562119484873234,371.8607125255417,300.0,20
2.3499999999999996,0.009639149831870742,370.465471906873,300.0,20
2.36,0.009716701993902411,369.07253303036634,300.0,20
2.3699999999999997,0.00979477747991782,367.68200720438557,300.0,20
2.38,0.00987337779207849,366.29400256352216,300.0,20
2.3899999999999997,0.009952504425735054,364.908624128516,300.0,20
2.4,0.010032158869405592,363.52597386545887,300.0,20
2.4099999999999997,0.010112342604755114,362.1461507442742,300.0,20
2.42,0.010193057106576106,360.76925079647197,300.0,20
2.4299999999999997,0.010274303842770153,359.39536717217226,300.0,20
2.44,0.010356084274330723,358.0245901963927,300.0,20
2.4499999999999997,0.010438399855326888,356.657007424602,300.0,20
2.46,0.010521252032888246,355.2927036975311,300.0,20
2.4699999999999998,0.010604642247190767,353.9317611952455,300.0,20
2.48,0.010688571931443703,352.5742594904767,300.0,20
2.4899999999999998,0.010773042511877518,351.2202756012107,300.0,20
2.5,0.010858055407732827,349.8698840425351,300.0,20
2.51,0.0109436120312503,348.52315687774524,300.0,20
2.52,0.011029713787661547,347.1801637687116,300.0,20
2.53,0.011116362075180944,345.84097202550845,300.0,20
2.54,0.01120355828499848,344.5056466553048,300.0,20
2.55,0.011291303801273404,343.17425041052593,300.0,20
2.56,0.011379600001128953,341.84684383627877,300.0,20
2.57,0.01146844825464785,340.52348531705394,300.0,20
2.5799999999999996,0.011557849924868762,339.20423112270254,300.0,20
2.59,0.011647806367783667,337.8891354536908,300.0,20
2.5999999999999996,0.011738318932335986,336.5782504856425,300.0,20
2.61,0.011829388960419702,335.2716264131661,300.0,20
2.6199999999999997,0.011921017786879174,333.96931149297853,300.0,20
2.63,0.012013206739509959,332.6713520863235,300.0,20
2.6399999999999997,0.012105957139060257,331.3777927006972,300.0,20
2.65,0.01219927029923331,330.0886760308799,300.0,20
2.6599999999999997,0.012293147526690485,328.80404299928415,300.0,20
2.67,0.012387590121055243,327.5239327956218,300.0,20
2.6799999999999997,0.012482599374917705,326.2483829159004,300.0,20
2.69,0.01257817657384021,324.97742920074717,300.0,20
2.6999999999999997,0.012674322996363351,323.7111058730791,300.0,20
2.71,0.012771039914012927,322.4494455751126,300.0,20
2.7199999999999998,0.012868328591307524,321.1924794047288,300.0,20
2.73,0.012966190285766805,319.9402369511976,300.0,20
2.7399999999999998,0.01306462624792051,318.69274633026646,300.0,20
2.75,0.013163637721318105,317.45003421862356,300.0,20
2.76,0.01326322594253912,316.21212588774,300.0,20
2.77,0.013363392141204116,314.97904523710037,300.0,20
2.78,0.01346413753998629,313.75081482682685,300.0,20
2.79,0.013565463354623754,312.5274559097047,300.0,20
2.8,0.013667370793932336,311.3089884626187,300.0,20
2.81,0.013769861059819094,310.0954312174037,300.0,20
2.82,0.013872935347296306,308.88680169112126,300.0,20
2.8299999999999996,0.01397659484449616,307.68311621576566,300.0,20
2.84,0.01408084073268593,306.4843899674102,300.0,20
2.8499999999999996,0.014185674186283682,305.2906369947997,300.0,20
2.86,0.01429109637287462,304.10187024739645,300.0,20
2.8699999999999997,0.014397108453227914,302.91810160288713,300.0,20
2.88,0.014503711581314024,301.73934189416013,300.0,20
2.8899999999999997,0.014610906904322563,300.5656009357579,300.0,20
2.9,0.014718695562680677,299.3968875498138,300.0,20
2.9099999999999997,0.01482707869007185,298.23320959148054,300.0,20
2.92,0.014936057413455297,297.07457397385673,300.0,20
2.9299999999999997,0.015045632853085671,295.92098669242125,300.0,20
2.94,0.015155806122533347,294.77245284898004,300.0,20
2.9499999999999997,0.015266578328705123,293.6289766751343,300.0,20
2.96,0.01537795057186532,292.49056155527774,300.0,20
2.9699999999999998,0.015489923945657326,291.357210049129,300.0,20
2.98,0.015602499537125588,290.22892391380753,300.0,20
2.9899999999999998,0.015715678426737913,289.1057041254598,300.0,20
3.0,0.015829461688408295,287.98755090044233,300.0,20
0.01,0.0011086055354135459,13.706973184158926,300.0,40
0.02,0.0011087507183043307,27.410356710231625,300.0,40
0.03,0.0011089927068793773,41.106563419563805,300.0,40
0.04,0.001109331526771805,54.792011149069005,300.0,40
0.05,0.0011097672138629965,68.46312522077967,300.0,40
0.060000000000000005,0.0011102998142776207,82.11634092153828,300.0,40
0.06999999999999999,0.0011109293843772302,95.74810596957462,300.0,40
0.08,0.00111165599075244,109.35488296474342,300.0,40
0.09,0.0011124797102136917,122.93315181922985,300.0,40
0.09999999999999999,0.0011134006297805977,136.4794121655743,300.0,40
0.11,0.0011144188466698797,149.99018573891243,300.0,40
0.12,0.0011155344682818918,163.4620187303839,300.0,40
0.13,0.00111674761218574,176.891484108722,300.0,40
0.14,0.0011180584061030005,190.27518390710284,300.0,40
0.15000000000000002,0.0011194669878900382,203.60975147240666,300.0,40
0.16,0.0011209735055189296,216.8918536741208,300.0,40
0.17,0.0011225781170570042,230.1181930701967,300.0,40
0.18000000000000002,0.0011242809906449897,243.28551002726513,300.0,40
0.19,0.0011260823044737917,256.3905847927019,300.0,40
0.2,0.001127982246759889,269.43023951614157,300.0,40
0.21000000000000002,0.0011299810157193715,282.40134021813157,300.0,40
0.22,0.0011320788195406126,295.30079870373083,300.0,40
0.23,0.001134275876355589,308.12557441896723,300.0,40
0.24000000000000002,0.0011365724142098558,320.87267624817605,300.0,40
0.25,0.0011389686710311813,333.53916425036624,300.0,40
0.26,0.0011414648945968526,346.1221513328734,300.0,40
0.27,0.001144061342499654,358.6188048606859,300.0,40
0.28,0.0011467582821125394,371.0263481999482,300.0,40
0.29000000000000004,0.0011495559905519898,383.3420621942774,300.0,40
0.3,0.0011524547546400796,395.5632865726515,300.0,40
0.31,0.0011554548708652573,407.6874212877546,300.0,40
0.32,0.001158556645341842,419.7119277837992,300.0,40
0.33,0.0011617603937682601,431.6343301929661,300.0,40
0.34,0.0011650664413840272,443.45221645973527,300.0,40
0.35000000000000003,0.0011684751229254662,455.16323939251873,300.0,40
0.36000000000000004,0.0011719867825802188,466.7651176421071,300.0,40
0.37,0.0011756017739405055,478.2556366066078,300.0,40
0.38,0.0011793204599551952,489.63264926264014,300.0,40
0.39,0.0011831432128806584,500.8940769227053,300.0,40
0.4,0.0011870704142304446,512.0379099187528,300.0,40
0.41000000000000003,0.0011911024547237726,523.0622082120992,300.0,40
0.42000000000000004,0.0011952397342328736,533.9651019299579,300.0,40
0.43,0.001199482661729166,544.7447918289719,300.0,40
0.44,0.0012038316552283124,555.3995496862348,300.0,40
0.45,0.0012082871417341383,565.9277186184122,300.0,40
0.46,0.001212849557181453,576.3277133296674,300.0,40
0.47000000000000003,0.0012175193463777713,586.5980202892073,300.0,40
0.48000000000000004,0.0012222969629439532,596.7371978393593,300.0,40
0.49,0.001227182869253786,606.7438762351843,300.0,40
0.5,0.0012321775363725062,616.6167576167267,300.0,40
0.51,0.0012372814439942903,626.3546159150843,300.0,40
0.52,0.0012424950803787322,635.9562966935621,300.0,40
0.53,0.001247818942286303,645.4207169252653,300.0,40
0.54,0.001253253534912833,654.7468647085427,300.0,40
0.55,0.0012587993718230198,663.9337989217732,300.0,40
0.56,0.0012644569748829766,672.9806488190533,300.0,40
0.5700000000000001,0.0012702268741918456,681.8866135683959,300.0,40
0.5800000000000001,0.0012761096080124881,690.6509617341155,300.0,40
0.59,0.0012821057227012638,699.2730307051221,300.0,40
0.6,0.0012882157726369333,707.752226070887,300.0,40
0.61,0.0012944403201486764,716.0880209469027,300.0,40
0.62,0.001300779935443269,724.2799552514728,300.0,40
0.63,0.0013072351965314132,732.3276349357254,300.0,40
0.64,0.0013138066891532614,740.2307311687488,300.0,40
0.65,0.0013204950067031301,747.988979479792,300.0,40
0.66,0.00132730075015344,755.602178859478,300.0,40
0.67,0.001334224527977891,763.0701908220003,300.0,40
0.68,0.0013412669560738876,770.392938430285,300.0,40
0.6900000000000001,0.0013484286576842502,777.5704052860968,300.0,40
0.7000000000000001,0.0013557102633182092,784.6026344870901,300.0,40
0.7100000000000001,0.001363112410671714,791.4897275527867,300.0,40
0.72,0.0013706357445470746,798.2318433214655,300.0,40
0.73,0.0013782809167719567,804.8291968199399,300.0,40
0.74,0.0013860485861177385,811.2820581081916,300.0,40
0.75,0.0013939394182172612,817.5907511008062,300.0,40
0.76,0.0014019540854819938,823.7556523671387,300.0,40
0.77,0.001410093267018614,829.7771899121288,300.0,40
0.78,0.0014183576485450467,835.6558419396424,300.0,40
0.79,0.0014267479223059663,841.3921356002006,300.0,40
0.8,0.0014352647869877876,846.9866457249282,300.0,40
0.81,0.0014439089476331619,852.4399935475162,300.0,40
0.8200000000000001,0.0014526811155550052,857.7528454159602,300.0,40
0.8300000000000001,0.001461582008250066,862.9259114958073,300.0,40
0.8400000000000001,0.0014706123493120676,867.9599444665904,300.0,40
0.85,0.0014797728683444331,872.8557382131075,300.0,40
0.86,0.001489064300872621,877.6141265131445,300.0,40
0.87,0.0014984873882560828,882.2359817232104,300.0,40
0.88,0.001508042877599871,886.7222134638017,300.0,40
0.89,0.0015177315216659184,891.0737673056603,300.0,40
0.9,0.0015275540787839956,895.2916234584666,300.0,40
0.91,0.0015375113127623847,899.3767954633289,300.0,40
0.92,0.0015476039927982753,903.3303288904071,300.0,40
0.93,0.0015578328933879082,907.1533000429491,300.0,40
0.9400000000000001,0.0015681987942364874,910.8468146689676,300.0,40
0.9500000000000001,0.0015787024801678816,914.4120066817347,300.0,40
0.9600000000000001,0.0015893447410341261,917.8500368902313,300.0,40
0.97,0.0016001263716247552,921.1620917406219,300.0,40
0.98,0.0016110481715759866,924.3493820697817,300.0,40
0.99,0.0016221109452797576,927.4131418718634,300.0,40
1.0,0.0016333155017926638,930.3546270788154,300.0,40
1.01,0.0016446626547447873,933.1751143557424,300.0,40
1.02,0.0016561532222484593,935.875899911924,300.0,40
1.03,0.0016677880268069652,938.4582983282731,300.0,40
1.04,0.0016795678952232036,940.9236414019684,300.0,40
1.05,0.0016914936585083412,943.2732770089259,300.0,40
1.06,0.0017035661517904566,945.5085679847605,300.0,40
1.07,0.0017157862142232055,947.6308910248134,300.0,40
1.08,0.0017281546888945323,949.6416356037835,300.0,40
1.09,0.0017406724227354256,951.5422029154698,300.0,40
1.1,0.0017533402664287575,953.3340048330638,300.0,40
1.11,0.0017661590743182152,955.0184628904049,300.0,40
1.12,0.0017791297043173392,956.5970072845683,300.0,40
1.1300000000000001,0.0017922530178186918,958.0710759001079,300.0,40
1.1400000000000001,0.0018055298796031756,959.4421133552346,300.0,40
1.1500000000000001,0.0018189611577495166,960.7115700701834,300.0,40
1.1600000000000001,0.0018325477235439215,961.8809013579792,300.0,40
1.17,0.0018462904513899382,962.9515665377678,300.0,40
1.18,0.0018601902187185394,963.9250280708492,300.0,40
1.19,0.0018742479058984234,964.8027507195262,300.0,40
1.2,0.0018884643961465805,965.5862007288267,300.0,40
1.21,0.0019028405754391048,966.276845031151,300.0,40
1.22,0.0019173773324223133,966.8761504738375,300.0,40
1.23,0.0019320755583241373,967.3855830696449,300.0,40
1.24,0.0019469361468658461,967.8066072700863,300.0,40
1.25,0.0019619599941740847,968.1406852615538,300.0,40
1.26,0.0019771479986932694,968.3892762841224,300.0,40
1.27,0.001992501061098333,968.553835972918,300.0,40
1.28,0.002008020084207843,968.6358157219005,300.0,40
1.29,0.0020237059728975175,968.6366620698883,300.0,40
1.3,0.0020395596340141387,968.5578161086398,300.0,40
1.31,0.002055581976289877,968.400712912788,300.0,40
1.32,0.0020717739102570584,968.1667809913886,300.0,40
1.33,0.0020881363481633675,967.8574417608506,300.0,40
1.34,0.0021046702038875096,967.474109038984,300.0,40
1.35,0.0021213763928553493,967.0181885598879,300.0,40
1.36,0.0021382558319565227,966.4910775093974,300.0,40
1.37,0.002155309439461558,965.89416408078,300.0,40
1.3800000000000001,0.002172538134939492,965.228827050377,300.0,40
1.3900000000000001,0.0021899428391760167,964.4964353728576,300.0,40
1.4000000000000001,0.00220752447409216,963.6983477957549,300.0,40
1.4100000000000001,0.0022252839626634964,962.835912492948,300.0,40
1.42,0.0022432222288399305,961.910466716727,300.0,40
1.43,0.0022613401974660332,960.9233364680933,300.0,40
1.44,0.002279638794201965,959.8758361849232,300.0,40
1.45,0.002298118945444981,958.7692684476307,300.0,40
1.46,0.00231678157825153,957.6049237019538,300.0,40
1.47,0.0023356276202599713,956.3840799984803,300.0,40
1.48,0.002354657999613902,955.1080027485355,300.0,40
1.49,0.0023738736448861075,953.7779444960507,300.0,40
1.5,0.002393275485003158,952.3951447050131,300.0,40
1.51,0.0024128644491706393,950.9608295621233,300.0,40
1.52,0.00243264146679904,949.4762117942623,300.0,40
1.53,0.002452607467430308,947.9424905003793,300.0,40
1.54,0.0024727633806650513,946.360850997421,300.0,40
1.55,0.002493110136090452,944.7324646798951,300.0,40
1.56,0.0025136486632088375,943.0584888927012,300.0,40
1.57,0.002534379891366941,941.3400668168387,300.0,40
1.58,0.0025553047496858876,939.578327367593,300.0,40
1.59,0.002576424166991856,937.7743851048472,300.0,40
1.6,0.002597739071747464,935.9293401551206,300.0,40
1.61,0.0026192503919838803,934.044278144966,300.0,40
1.62,0.0026409590552336367,932.1202701453655,300.0,40
1.6300000000000001,0.0026628659884641863,930.1583726267428,300.0,40
1.6400000000000001,0.0026849721180122006,928.159627424239,300.0,40
1.6500000000000001,0.0027072783695185807,926.125061712901,300.0,40
1.6600000000000001,0.002729785667864238,924.0556879924145,300.0,40
1.6700000000000002,0.0027524949371066105,921.9525040810474,300.0,40
1.68,0.0027754071004169292,919.8164931184581,300.0,40
1.69,0.0027985230800182557,917.648623577026,300.0,40
1.7,0.00282184379712426,915.4498492813852,300.0,40
1.71,0.0028453701718787715,913.2211094358262,300.0,40
1.72,0.0028691031232961008,910.9633286592486,300.0,40
1.73,0.0028930435692021274,908.6774170273541,300.0,40
1.74,0.002917192426176155,906.3642701217714,300.0,40
1.75,0.0029415506094935488,904.0247690858115,300.0,40
1.76,0.002966119033069146,901.6597806865599,300.0,40
1.77,0.002990898609401447,899.2701573830153,300.0,40
1.78,0.003015890249517587,896.8567373999965,300.0,40
1.79,0.0030410948629190876,894.4203448075397,300.0,40
1.8,0.003066513357528399,891.9617896055165,300.0,40
1.81,0.0030921466396362173,889.4818678132139,300.0,40
1.82,0.0031179956138495937,886.9813615636172,300.0,40
1.83,0.003144061183040831,884.4610392021463,300.0,40
1.84,0.003170344248297159,881.9216553896058,300.0,40
1.85,0.0031968457088712085,879.3639512091087,300.0,40
1.86,0.0032235664621322593,876.7886542767457,300.0,40
1.87,0.003250507403518281,874.1964788557775,300.0,40
